성분명,CAS번호,규제국가,규제구분,단서조항,제한사항,제한농도값_percent,최소제한농도_percent,최대제한농도_percent,예측_Kp_cm_h,Cmax_mg_L,Tmax_h,AUC_mg_h_L,총흡수량_mg,SED_mg_kg_day,적용기준치_mg_kg_day,적용기준치_종류,MoS,log_MoS,MoS_group,대시보드판정,PoD_보강상태,기준치_신뢰도,기준치_출처,기준치_출처_URL,기준치_근거요약,규제우선경고,국소독성_주의,SMILES_InChI_확보필요,PoD_추가조사우선순위,남은과제_메모,독성종말점,독성종말점_분류,독성용량,독성용량_추출값_mg_kg,독성용량_표준화메모,독성용량_MoS사용여부,독성시험종,독성노출경로,독성정보_URL,국문표준명,영문성분명,기준치_우선순위,MoS계산식
Salicylic acid,69-72-7,아세안,한도,,"살리실산 사용: 씻어내는 모발 제품은 최대 3.0%, 기타 제품은 최대 2.0%, 바디로션·아이섀도·마스카라·아이라이너·립스틱·롤온 데오도란트 등 특정 제품은 최대 0.5%입니다. 3세 미만 어린이용 제품에는 사용 금지(살리실산 염류는 샴푸 예외 가능), 구강 제품에는 사용 금지, 흡입으로 폐 노출을 유발할 수 있는 용도에는 사용 금지. 방부제로 사용하는 경우 살리실산 및 그 염의 최대 농도는 0.5%(산으로 환산). 라벨에는 “3세 미만 어린이에게 사용 금지” 등 해당 경고 문구를 표시해야 합니다","3.0, 2.0, 0.5, 3.0, 2.0, 0.5, 0.5, 0.5, 0.5, 0.5",0.5,3.0,0.0010292151824318,0.041240181231186,17.0,1.3222693141729511,0.732313549691616,0.0061026129140968,75.0,NOAEL_외부레퍼런스,12289.817665930095,4.089545439658803,Very Safe,매우 안정,외부 PoD 적용,높음,"SCCS Opinion on Salicylic Acid, SCCS/1646/22 / SCCS/1601/18 lineage",https://health.ec.europa.eu/system/files/2023-06/sccs_o_268.pdf,For MoS calculations SCCS uses developmental toxicity NOAEL 75 mg/kg bw/day from Tanaka et al.,국가별 한도/사용조건 확인,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,LDLo,LDLo,>900 mg/㎥/1시간,,mg/kg 계열 아님 또는 농도/시간 단위 혼재,MoS 기준치로 직접 사용하지 않음,토끼,피하,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T1000000376,살리실릭애씨드,Salicylic Acid,1_SCCS Opinion,75 / 0.00610261 = 1.229e+04
acetic acid,64-19-7,,,,,,,,0.0007997271922787,0.032335366696119,17.0,1.0421526282561522,0.5783586644653433,0.0048196555372111,0.046,TTC_Cramer I,9.544250547543893,0.9797418315411144,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 단순 알코올/산/당류/저반응성 구조 → 예비 Cramer I. TTC를 예비 기준치로 사용.,규제정보 확인 필요,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값,TCLo,TCLo,"5,070 ug/m3/24시간/95일 (지속적)",,mg/kg 계열 아님 또는 농도/시간 단위 혼재,MoS 기준치로 직접 사용하지 않음,랫드,흡입,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T1000000007,,,TTC_fallback,0.046 / 0.00481966 = 9.544
butoxyethanol,111-76-2,캐나다,한도/금지,,제품 유형별 사용 조건: 염모제와 네일 제품에만 허용. 최대 허용 농도: 10%,"10.0, 10.0",10.0,10.0,0.0052517534558593,0.1813002586459518,15.0,5.304748925314948,2.85236370961984,0.0237696975801653,22.5,NOAEL_외부레퍼런스,946.5833515179088,2.976158861839679,Safe,안정,외부 PoD 적용(v3),중간,OECD SIDS 2-Butoxyethanol / ATSDR Toxicological Profile,https://hpvchemicals.oecd.org/ui/handler.axd?id=0fbae729-1207-4829-b0e8-f1f1b1f7a8d4,"OECD SIDS identifies the lowest reliable NOAEL for haemolysis in rat as 24.6 ppm, equivalent to 22.5 mg/kg/day. 경로 변환 포함. 용제 노출 시 흡입/피부 시나리오 별도 확인 필요.",규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,LC50,LC50,450 ppm/4시간,,mg/kg 계열 아님 또는 농도/시간 단위 혼재,파일 내 LD50/TDLo 등은 직접 사용하지 않음; 외부 반복독성 PoD 적용,랫드,흡입,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T4000000019,부톡시에탄올,Butoxyethanol,2_OECD/ATSDR_외부PoD,22.5 / 0.0237697 = 946.6
butoxyethanol,111-76-2,브라질,한도/금지,,"적용 및 사용 범위: (a) 산화형 모발 착색 제품의 용제, (b) 비산화형 모발 착색 제품의 용제. 완제품 내 최대 허용 농도: (a) 4%, (b) 2%. 비산화형 제품은 스프레이형 제품(에어로졸 및 스프레이 포함)에 사용 금지","4.0, 2.0, 4.0, 2.0",2.0,4.0,0.0052517534558593,0.1813002586459518,15.0,5.304748925314948,2.85236370961984,0.0237696975801653,22.5,NOAEL_외부레퍼런스,946.5833515179088,2.976158861839679,Safe,안정,외부 PoD 적용(v3),중간,OECD SIDS 2-Butoxyethanol / ATSDR Toxicological Profile,https://hpvchemicals.oecd.org/ui/handler.axd?id=0fbae729-1207-4829-b0e8-f1f1b1f7a8d4,"OECD SIDS identifies the lowest reliable NOAEL for haemolysis in rat as 24.6 ppm, equivalent to 22.5 mg/kg/day. 경로 변환 포함. 용제 노출 시 흡입/피부 시나리오 별도 확인 필요.",규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,LC50,LC50,450 ppm/4시간,,mg/kg 계열 아님 또는 농도/시간 단위 혼재,파일 내 LD50/TDLo 등은 직접 사용하지 않음; 외부 반복독성 PoD 적용,랫드,흡입,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T4000000019,부톡시에탄올,Butoxyethanol,2_OECD/ATSDR_외부PoD,22.5 / 0.0237697 = 946.6
butoxyethanol,111-76-2,아르헨티나,한도/금지,,"적용 및 사용 범위: (a) 산화형 모발 착색 제품의 용제, (b) 비산화형 모발 착색 제품의 용제. 완제품 내 최대 허용 농도: (a) 4%, (b) 2%. 비산화형 제품은 스프레이형 제품(에어로졸 및 스프레이 포함)에 사용 금지","4.0, 2.0, 4.0, 2.0",2.0,4.0,0.0052517534558593,0.1813002586459518,15.0,5.304748925314948,2.85236370961984,0.0237696975801653,22.5,NOAEL_외부레퍼런스,946.5833515179088,2.976158861839679,Safe,안정,외부 PoD 적용(v3),중간,OECD SIDS 2-Butoxyethanol / ATSDR Toxicological Profile,https://hpvchemicals.oecd.org/ui/handler.axd?id=0fbae729-1207-4829-b0e8-f1f1b1f7a8d4,"OECD SIDS identifies the lowest reliable NOAEL for haemolysis in rat as 24.6 ppm, equivalent to 22.5 mg/kg/day. 경로 변환 포함. 용제 노출 시 흡입/피부 시나리오 별도 확인 필요.",규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,LC50,LC50,450 ppm/4시간,,mg/kg 계열 아님 또는 농도/시간 단위 혼재,파일 내 LD50/TDLo 등은 직접 사용하지 않음; 외부 반복독성 PoD 적용,랫드,흡입,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T4000000019,부톡시에탄올,Butoxyethanol,2_OECD/ATSDR_외부PoD,22.5 / 0.0237697 = 946.6
butoxyethanol,111-76-2,한국,한도/금지,,,,,,0.0052517534558593,0.1813002586459518,15.0,5.304748925314948,2.85236370961984,0.0237696975801653,22.5,NOAEL_외부레퍼런스,946.5833515179088,2.976158861839679,Safe,안정,외부 PoD 적용(v3),중간,OECD SIDS 2-Butoxyethanol / ATSDR Toxicological Profile,https://hpvchemicals.oecd.org/ui/handler.axd?id=0fbae729-1207-4829-b0e8-f1f1b1f7a8d4,"OECD SIDS identifies the lowest reliable NOAEL for haemolysis in rat as 24.6 ppm, equivalent to 22.5 mg/kg/day. 경로 변환 포함. 용제 노출 시 흡입/피부 시나리오 별도 확인 필요.",규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,LC50,LC50,450 ppm/4시간,,mg/kg 계열 아님 또는 농도/시간 단위 혼재,파일 내 LD50/TDLo 등은 직접 사용하지 않음; 외부 반복독성 PoD 적용,랫드,흡입,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T4000000019,부톡시에탄올,Butoxyethanol,2_OECD/ATSDR_외부PoD,22.5 / 0.0237697 = 946.6
butoxyethanol,111-76-2,EU,한도/금지,,"적용 및 사용 범위: 산화형 염모제의 용제 및 비산화형 염모제의 용제. 완제품 내 최대 허용 농도: 산화형 염모제 4.0%, 비산화형 염모제 2.0%. 에어로졸 및 스프레이형 제품에는 사용 금지","4.0, 2.0, 4.0, 2.0",2.0,4.0,0.0052517534558593,0.1813002586459518,15.0,5.304748925314948,2.85236370961984,0.0237696975801653,22.5,NOAEL_외부레퍼런스,946.5833515179088,2.976158861839679,Safe,안정,외부 PoD 적용(v3),중간,OECD SIDS 2-Butoxyethanol / ATSDR Toxicological Profile,https://hpvchemicals.oecd.org/ui/handler.axd?id=0fbae729-1207-4829-b0e8-f1f1b1f7a8d4,"OECD SIDS identifies the lowest reliable NOAEL for haemolysis in rat as 24.6 ppm, equivalent to 22.5 mg/kg/day. 경로 변환 포함. 용제 노출 시 흡입/피부 시나리오 별도 확인 필요.",규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,LC50,LC50,450 ppm/4시간,,mg/kg 계열 아님 또는 농도/시간 단위 혼재,파일 내 LD50/TDLo 등은 직접 사용하지 않음; 외부 반복독성 PoD 적용,랫드,흡입,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T4000000019,부톡시에탄올,Butoxyethanol,2_OECD/ATSDR_외부PoD,22.5 / 0.0237697 = 946.6
butoxyethanol,111-76-2,아세안,한도/금지,,"적용 및 사용 범위: 산화형 염모제의 용제 및 비산화형 염모제의 용제. 완제품 내 최대 허용 농도: 산화형 염모제 4.0%, 비산화형 염모제 2.0%. 에어로졸 및 스프레이형 제품에는 사용 금지","4.0, 2.0, 4.0, 2.0",2.0,4.0,0.0052517534558593,0.1813002586459518,15.0,5.304748925314948,2.85236370961984,0.0237696975801653,22.5,NOAEL_외부레퍼런스,946.5833515179088,2.976158861839679,Safe,안정,외부 PoD 적용(v3),중간,OECD SIDS 2-Butoxyethanol / ATSDR Toxicological Profile,https://hpvchemicals.oecd.org/ui/handler.axd?id=0fbae729-1207-4829-b0e8-f1f1b1f7a8d4,"OECD SIDS identifies the lowest reliable NOAEL for haemolysis in rat as 24.6 ppm, equivalent to 22.5 mg/kg/day. 경로 변환 포함. 용제 노출 시 흡입/피부 시나리오 별도 확인 필요.",규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,LC50,LC50,450 ppm/4시간,,mg/kg 계열 아님 또는 농도/시간 단위 혼재,파일 내 LD50/TDLo 등은 직접 사용하지 않음; 외부 반복독성 PoD 적용,랫드,흡입,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T4000000019,부톡시에탄올,Butoxyethanol,2_OECD/ATSDR_외부PoD,22.5 / 0.0237697 = 946.6
decanol,112-30-1,,,,,,,,0.0165724466502736,0.4217584459522762,12.0,10.28208797659357,5.326314777576396,0.0443859564798033,0.046,TTC_Cramer I,1.0363638332527796,0.015512248685832,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 단순 알코올/산/당류/저반응성 구조 → 예비 Cramer I. TTC를 예비 기준치로 사용.,규제정보 확인 필요,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,,,TTC_fallback,0.046 / 0.044386 = 1.036
"2,4-dichlorophenol",120-83-2,,,,,,,,0.0616422535672806,0.7780355023988951,8.5,14.514443625578894,7.355444991962068,0.0612953749330172,2.07,BMDL_외부레퍼런스,33.770900369923005,1.5285426395657224,Borderline,주의,외부 PoD 적용(v4),높음,ATSDR Toxicological Profile for Chlorophenols,https://www.atsdr.cdc.gov/toxprofiles/tp107.pdf,ATSDR intermediate-duration oral MRL worksheet identifies BMDL1SD 2.07 mg/kg/day as POD for decreased delayed-type hypersensitivity response in rats. BMDL was used directly as PoD; immunotoxicity endpoint. Cosmetic local effects not covered by MoS alone.,규제정보 확인 필요,피부자극/감작성/국소독성 별도 표시 권장,필요: 구조 기반 Cramer/alert 검증용,낮음,MoS 외 감작성·자극성 확인 필요,TDLo,TDLo,480 mg/kg2주 간헐투여,480.0,단회 또는 기간 불명,파일 내 LD50/TDLo 등은 직접 사용하지 않음; 외부 반복독성 PoD 또는 문헌 기반 TTC 적용,기니픽,복강내,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T4000000010,,,2_ATSDR_BMDL_외부PoD,2.07 / 0.0612954 = 33.77
octylparaben,1219-38-1,,,,,,,,0.010712824912941,0.3150012607387357,13.5,8.348141016673097,4.386732222322701,0.0365561018526891,0.0023,TTC_Cramer III,0.0629169928803776,-1.2012320426709295,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제정보 확인 필요,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,,,TTC_fallback,0.0023 / 0.0365561 = 0.06292
propylparaben,94-13-3,일본,한도,,모든 화장품: 100그램당 최대 배합량 총량 1.0 g,,,,0.0183845036131191,0.4494023754050207,12.0,10.718708269228308,5.535988020349864,0.0461332335029155,1000.0,NOAEL_외부레퍼런스,21676.34748465665,4.335986104393284,Very Safe,매우 안정,외부 PoD 적용,높음,SCCS Opinion on Propylparaben,https://health.ec.europa.eu/system/files/2022-08/sccs_o_243.pdf,SCCS considered additional studies support deriving NOAEL for reproductive endpoints at 1000 mg/kg bw/day.,국가별 한도/사용조건 확인,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,TDLo,TDLo,"1,650 mg/kg",1650.0,단회 또는 기간 불명,MoS 기준치로 직접 사용하지 않음,랫드,경구,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T1000000362,프로필파라벤,Propylparaben,1_SCCS Opinion,1000 / 0.0461332 = 2.168e+04
propylparaben,94-13-3,중국,한도,,"화장품 중 최대 사용 농도: 단일 에스터 0.4%(산으로 환산), 에스터 혼합물 0.8%(산으로 환산). 프로필파라벤 및 그 염, n-부틸파라벤 및 그 염의 합은 각각 0.14%(산으로 환산)를 초과할 수 없음","0.4, 0.8, 0.14",0.14,0.8,0.0183845036131191,0.4494023754050207,12.0,10.718708269228308,5.535988020349864,0.0461332335029155,1000.0,NOAEL_외부레퍼런스,21676.34748465665,4.335986104393284,Very Safe,매우 안정,외부 PoD 적용,높음,SCCS Opinion on Propylparaben,https://health.ec.europa.eu/system/files/2022-08/sccs_o_243.pdf,SCCS considered additional studies support deriving NOAEL for reproductive endpoints at 1000 mg/kg bw/day.,국가별 한도/사용조건 확인,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,TDLo,TDLo,"1,650 mg/kg",1650.0,단회 또는 기간 불명,MoS 기준치로 직접 사용하지 않음,랫드,경구,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T1000000362,프로필파라벤,Propylparaben,1_SCCS Opinion,1000 / 0.0461332 = 2.168e+04
propylparaben,94-13-3,한국,한도,,"배합한도: 단일 성분으로 사용할 경우 0.4%(산으로 환산), 혼합 사용할 경우 총량 0.8%(산으로 환산)","0.4, 0.8",0.4,0.8,0.0183845036131191,0.4494023754050207,12.0,10.718708269228308,5.535988020349864,0.0461332335029155,1000.0,NOAEL_외부레퍼런스,21676.34748465665,4.335986104393284,Very Safe,매우 안정,외부 PoD 적용,높음,SCCS Opinion on Propylparaben,https://health.ec.europa.eu/system/files/2022-08/sccs_o_243.pdf,SCCS considered additional studies support deriving NOAEL for reproductive endpoints at 1000 mg/kg bw/day.,국가별 한도/사용조건 확인,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,TDLo,TDLo,"1,650 mg/kg",1650.0,단회 또는 기간 불명,MoS 기준치로 직접 사용하지 않음,랫드,경구,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T1000000362,프로필파라벤,Propylparaben,1_SCCS Opinion,1000 / 0.0461332 = 2.168e+04
propylparaben,94-13-3,EU,한도,,"사용 준비 상태 제품 내 최대 농도: 부틸파라벤·프로필파라벤 및 그 염은 개별 또는 합계 농도 기준 0.14%(산으로 환산)를 초과할 수 없습니다. 부속서 해당 항목의 다른 파라벤류와 혼합 사용하는 경우 총량은 0.8%(산으로 환산)를 초과할 수 없으며, 이때 부틸파라벤·프로필파라벤 및 그 염의 합계는 0.14%를 초과할 수 없습니다. 기타: 3세 미만 어린이의 기저귀 부위에 적용하도록 설계된 씻어내지 않는 제품에는 사용 금지. 라벨 표시: 3세 미만 어린이용 씻어내지 않는 제품에는 “기저귀 부위에 사용하지 말 것”을 표시합니다","0.14, 0.8, 0.14, 0.14, 0.8, 0.14",0.14,0.8,0.0183845036131191,0.4494023754050207,12.0,10.718708269228308,5.535988020349864,0.0461332335029155,1000.0,NOAEL_외부레퍼런스,21676.34748465665,4.335986104393284,Very Safe,매우 안정,외부 PoD 적용,높음,SCCS Opinion on Propylparaben,https://health.ec.europa.eu/system/files/2022-08/sccs_o_243.pdf,SCCS considered additional studies support deriving NOAEL for reproductive endpoints at 1000 mg/kg bw/day.,국가별 한도/사용조건 확인,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,TDLo,TDLo,"1,650 mg/kg",1650.0,단회 또는 기간 불명,MoS 기준치로 직접 사용하지 않음,랫드,경구,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T1000000362,프로필파라벤,Propylparaben,1_SCCS Opinion,1000 / 0.0461332 = 2.168e+04
propylparaben,94-13-3,브라질,한도,,"완제품 내 최대 허용 농도: 부틸파라벤·프로필파라벤 및 그 염의 개별 또는 합계 농도는 0.14%(산으로 환산)를 초과할 수 없음. 관련 파라벤류와 함께 사용할 경우 총량은 0.8%(산으로 환산)를 초과할 수 없으며, 부틸파라벤·프로필파라벤 및 그 염의 합은 0.14%(산으로 환산)를 초과할 수 없음. 3세 미만 어린이의 기저귀 부위에 사용하는 씻어내지 않는 제품에는 사용 금지. 해당 제품에는 “기저귀 부위에 사용하지 말 것”을 표시해야 함","0.14, 0.8, 0.14, 0.14, 0.8, 0.14",0.14,0.8,0.0183845036131191,0.4494023754050207,12.0,10.718708269228308,5.535988020349864,0.0461332335029155,1000.0,NOAEL_외부레퍼런스,21676.34748465665,4.335986104393284,Very Safe,매우 안정,외부 PoD 적용,높음,SCCS Opinion on Propylparaben,https://health.ec.europa.eu/system/files/2022-08/sccs_o_243.pdf,SCCS considered additional studies support deriving NOAEL for reproductive endpoints at 1000 mg/kg bw/day.,국가별 한도/사용조건 확인,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,TDLo,TDLo,"1,650 mg/kg",1650.0,단회 또는 기간 불명,MoS 기준치로 직접 사용하지 않음,랫드,경구,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T1000000362,프로필파라벤,Propylparaben,1_SCCS Opinion,1000 / 0.0461332 = 2.168e+04
propylparaben,94-13-3,아르헨티나,한도,,"완제품 내 최대 허용 농도: 부틸파라벤·프로필파라벤 및 그 염의 개별 또는 합계 농도는 0.14%(산으로 환산)를 초과할 수 없음. 관련 파라벤류와 함께 사용할 경우 총량은 0.8%(산으로 환산)를 초과할 수 없으며, 부틸파라벤·프로필파라벤 및 그 염의 합은 0.14%(산으로 환산)를 초과할 수 없음. 3세 미만 어린이의 기저귀 부위에 사용하는 씻어내지 않는 제품에는 사용 금지. 해당 제품에는 “기저귀 부위에 사용하지 말 것”을 표시해야 함","0.14, 0.8, 0.14, 0.14, 0.8, 0.14",0.14,0.8,0.0183845036131191,0.4494023754050207,12.0,10.718708269228308,5.535988020349864,0.0461332335029155,1000.0,NOAEL_외부레퍼런스,21676.34748465665,4.335986104393284,Very Safe,매우 안정,외부 PoD 적용,높음,SCCS Opinion on Propylparaben,https://health.ec.europa.eu/system/files/2022-08/sccs_o_243.pdf,SCCS considered additional studies support deriving NOAEL for reproductive endpoints at 1000 mg/kg bw/day.,국가별 한도/사용조건 확인,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,TDLo,TDLo,"1,650 mg/kg",1650.0,단회 또는 기간 불명,MoS 기준치로 직접 사용하지 않음,랫드,경구,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T1000000362,프로필파라벤,Propylparaben,1_SCCS Opinion,1000 / 0.0461332 = 2.168e+04
propylparaben,94-13-3,아세안,한도,,"완제품 내 최대 허용 농도: 단일 에스터 0.4%(산으로 환산), 에스터 혼합물 0.8%(산으로 환산)","0.4, 0.8, 0.4, 0.8",0.4,0.8,0.0183845036131191,0.4494023754050207,12.0,10.718708269228308,5.535988020349864,0.0461332335029155,1000.0,NOAEL_외부레퍼런스,21676.34748465665,4.335986104393284,Very Safe,매우 안정,외부 PoD 적용,높음,SCCS Opinion on Propylparaben,https://health.ec.europa.eu/system/files/2022-08/sccs_o_243.pdf,SCCS considered additional studies support deriving NOAEL for reproductive endpoints at 1000 mg/kg bw/day.,국가별 한도/사용조건 확인,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,TDLo,TDLo,"1,650 mg/kg",1650.0,단회 또는 기간 불명,MoS 기준치로 직접 사용하지 않음,랫드,경구,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T1000000362,프로필파라벤,Propylparaben,1_SCCS Opinion,1000 / 0.0461332 = 2.168e+04
propylparaben,94-13-3,대만,한도,"3세 이하 어린이용이 아닌 것이 명확한 경우 사업자가 제품 특성에 따라 주의사항 표시 필요 여부를 판단할 수 있으나, 표시 누락으로 소비자 건강 피해가 발생한 경우 사업자가 책임을 집니다. ※ 본 표에 등재되지 않은 방부제 성분이라도 유럽, 미국, 일본 정부가 사용을 허가하고 사용 제한 기준을 공고한 경우, 해당 기준에 따라 사용할 수 있습니다. 국가별 관리 기준이 서로 다른 경우에는 가장 엄격하고 안전한 제한 기준을 적용합니다. ※ 본 표의 구강 제제에는 비의약 치약, 구강청결제 및 치아 미백류 화장품이 포함됩니다","※ 본 표에 등재되지 않은 방부제 성분이라도 유럽, 미국, 일본 정부가 사용을 허가하고 사용 기준을 공고한 경우, 해당 기준에 따라 사용할 수 있습니다. 국가별 관리 기준이 서로 다른 경우에는 가장 엄격하고 안전한 제한 기준을 적용합니다. ※ 본 표의 구강 제제에는 비의약 치약, 구강청결제 및 치아 미백류 화장품이 포함됩니다. 용도: 방부제. 배합한도: 프로필파라벤·부틸파라벤 및 그 염은 각각 0.14%(산으로 환산)를 초과할 수 없으며, 관련 파라벤류 혼합 사용 시 총량은 0.8%(산으로 환산)를 초과할 수 없습니다. 3세 미만 어린이의 기저귀 부위에 사용하는 씻어내지 않는 제품에는 사용 금지. 주의사항: “3세 미만 어린이의 기저귀 부위에 사용 금지”(씻어내는 제품은 표시 면제 가능)","0.14, 0.8, 0.14, 0.14, 0.8, 0.14",0.14,0.8,0.0183845036131191,0.4494023754050207,12.0,10.718708269228308,5.535988020349864,0.0461332335029155,1000.0,NOAEL_외부레퍼런스,21676.34748465665,4.335986104393284,Very Safe,매우 안정,외부 PoD 적용,높음,SCCS Opinion on Propylparaben,https://health.ec.europa.eu/system/files/2022-08/sccs_o_243.pdf,SCCS considered additional studies support deriving NOAEL for reproductive endpoints at 1000 mg/kg bw/day.,국가별 한도/사용조건 확인,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,TDLo,TDLo,"1,650 mg/kg",1650.0,단회 또는 기간 불명,MoS 기준치로 직접 사용하지 않음,랫드,경구,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T1000000362,프로필파라벤,Propylparaben,1_SCCS Opinion,1000 / 0.0461332 = 2.168e+04
testosterone,58-22-0,아세안,금지,,,,,,0.0079448797132552,0.252423107415146,14.0,7.014470878393216,3.723989202251617,0.0310332433520968,0.0023,TTC_Cramer III,0.0741140709626987,-1.1300993310042005,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값; 일반 화장품 MoS보다 규제/전문가 판단 우선,TDLo,TDLo,"134,400 ㎍/kg/4주(연속적)",134.4,단회 또는 기간 불명,MoS 기준치로 직접 사용하지 않음,랫드,Implant,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T1000000414,테스토스테론,Testosterone,TTC_fallback,0.0023 / 0.0310332 = 0.07411
